name,family,MLLM_Avg,qwen3,qwen2_5,smollm2,probe_epoch1,retrieval-ImageNet,CKA,pretrain_loss,A_score,d,n_tokens,eff_rank,RankMe,VSA,m50,m90,LAR_64,sup,res,d_s,n_tokens_s,top1_share,part_ratio,eff_rank_e,r2_raw,r2_std,r2_krr,r2_lin_p,gap_scale,gap_nonlin,mknn,cka_txt,mAP_dom,mAP_obj80,mAP_small,mAP_count2,mAP_crowd,mAP_w_obj,mAP_w_color,mAP_w_rel,mAP_w_num,mAP_w_act,mean_domain_rank,caption_loss,mAP_ocr_word,mAP_ocr_num,mAP_ocr_dense,mAP_oi_class
siglip2_g16_384,siglip2,54.25,54.56,54.25,42.97,87.53,85.0,51.15,2.3815,-2.12,1536,576,58.957163823004194,402.6296264383978,0.8971621056474988,4.0,18.0,0.9901675716809984,lang,4.206028154041128,1536,576,0.0551930697401481,68.02775840156941,217.72934728143667,0.3066260918845543,0.3039312263024059,0.302003747613545,0.2947873680658828,-0.0026948655821484,0.0072163795476621,0.0683196188826331,0.2747228883986164,0.804114560411658,0.821503596405412,0.4959510402456693,0.5267270417791801,0.4671968117239319,0.4610790936678029,0.2481107234742044,0.1529194093544801,0.210702999611433,0.448589507827671,3.5,2.1601044088602066,0.1739836875036446,0.0984730953957933,0.8764458884488879,0.5441181676429437
siglip2_l16_256,siglip2,50.76,49.09,50.76,42.35,85.16,82.4,41.64,2.4482,-2.14,1024,256,72.21162497130932,409.8434338629375,0.8916873320523396,3.0,15.0,0.991575940566803,lang,2.043074579126518,1024,256,0.0540606596522237,79.48262500034264,219.9957416973763,0.3072026331123364,0.3068959349565069,0.3022027680018826,0.2962515950594003,-0.0003066981558295,0.0059511729424822,0.0726938068427891,0.3393315558083172,0.8072167451476625,0.8019965538644558,0.4883576173640051,0.5090072677642403,0.4373963743545819,0.4544456232503873,0.2323021372068391,0.1570576877100252,0.2051998031134673,0.4263378831904517,8.0,2.1995959021151066,0.1808268073460565,0.1096352224255279,0.8860999590521587,0.5494081271381404
siglip2_l16_384,siglip2,53.01,52.56,53.01,45.86,85.82,83.2,43.69,2.4546,-2.16,1024,576,69.41088781838387,407.2638273152856,0.8986258849078047,3.0,15.0,0.9913472451725924,lang,3.923517346824262,1024,576,0.0571084730415893,76.0667035946322,212.5491817229502,0.306446974352497,0.3070290467375993,0.3003824478560404,0.2944021541084278,0.0005820723851023,0.0059802937476125,0.0712862711130359,0.334064840770328,0.8076374986604297,0.8102082459201587,0.4928610029488355,0.5057871755539499,0.4370690392543774,0.455867298693562,0.2486246899238081,0.1531973116330931,0.2036608464618602,0.430988914043874,13.5,2.1942481826990843,0.1696647046070274,0.1067849949905413,0.8734047747250859,0.5515516120657122
siglip2_l16_512,siglip2,54.47,39.19,54.47,,85.82,83.5,50.4,2.4438,-2.16,1024,1024,67.5318492812564,404.9612998780764,0.8933365452854217,3.0,15.0,0.9913563606991872,lang,5.383517346824263,1024,1024,0.0589109096842848,73.74361761400708,206.7016491284492,0.3063779411050437,0.3068779990045835,0.3000505895558718,0.2941484566541262,0.0005000578995398,0.0059021329017455,0.0710697271546123,0.3316802944547319,0.80549303496064,0.8107464507910274,0.4922881173549815,0.5133195300543044,0.4530175258737335,0.4571889264907061,0.2579868336296076,0.1568111639251626,0.1995537841731304,0.4296243061207921,42.0,2.2616325188428164,0.1678545898244605,0.1095143135354423,0.8621062086089474,0.5496722387930209
siglip2_sm14_224,siglip2,53.02,49.12,53.02,42.81,85.94,83.2,50.75,2.3835,-2.08,1152,256,71.78072050125321,407.08834746461895,0.8954328551817287,3.0,16.0,0.9903742040147444,lang,3.866325122769304,1152,256,0.053551219565589,79.83173820979182,222.36187439195027,0.3062636021704986,0.3053793349190504,0.2992564177533157,0.2930893044316146,-0.0008842672514481,0.006167113321701,0.0725422260718925,0.3297556387854861,0.8009812684197416,0.8053518796140151,0.4957480641302753,0.516098902545199,0.4441570216212378,0.4603731835083051,0.2300433205830655,0.154759967508357,0.2100043634048318,0.4470905296713522,33.0,2.1954453587532043,0.1827310185425667,0.0841474718045312,0.8852192080598463,0.5347684728136768
siglip2_sm14_384,siglip2,54.49,54.06,54.49,45.57,86.58,84.1,53.46,2.3977,-2.1,1152,729,64.60918599923349,402.2849830932896,0.8885047132566846,3.0,16.0,0.9906813141277836,lang,4.9779665944762,1152,729,0.0595364171768977,71.33182833069118,205.5198153746732,0.3059366303062416,0.3059261964325829,0.2993389324544407,0.2935186662498328,-1.0433873658732828e-05,0.0058202662046079,0.0711996535296665,0.3196015739937629,0.8038471826788106,0.8117311915063795,0.4960851524949731,0.5224237390237797,0.4474896960669106,0.4587864244650873,0.2448650656327709,0.1575193163551721,0.2084785800267567,0.4437066613463073,11.0,2.160209648311138,0.1660409831161373,0.0956577230610775,0.8696825698941273,0.5365898793717958
siglip2_sm16_256,siglip2,51.4,49.12,51.4,41.94,86.03,83.3,50.84,2.4024,-2.09,1152,256,71.61796459755844,406.80556556838826,0.8964744495215858,3.0,16.0,0.9904356976200104,lang,2.195930954728084,1152,256,0.0533199389071161,79.61068810941491,221.590641888093,0.3060832015474238,0.3052176312147759,0.2989552946964479,0.2925715918086751,-0.0008655703326478,0.0063837028877727,0.072932005197055,0.3299760000098858,0.797190569832497,0.8056882741436233,0.4992890509425685,0.5151460097309631,0.4408442421700962,0.4600937361295164,0.235567400486051,0.1556974716437049,0.2063560133811487,0.4459488619802811,28.0,2.385077435523272,0.177273323792212,0.0973717469904852,0.8836194203307166,0.5373800669323461
siglip2_sm16_384,siglip2,53.12,51.75,53.12,44.08,86.32,84.2,54.1,2.4232,-2.16,1152,576,66.2109061399683,403.1521979201655,0.9057898416459156,3.0,16.0,0.9907555432219828,lang,3.753549746595276,1152,576,0.0577033939627502,73.17392043959185,208.8070362785588,0.3058996901179578,0.3056433508498384,0.2988522417934528,0.2929840266703912,-0.0002563392681194,0.0058682151230615,0.0724122996968384,0.3242531139961123,0.8104973773654689,0.8102044141082253,0.4986166110322007,0.5204145392641323,0.4528406312943869,0.4581752618251186,0.2416200513691751,0.1548663427346079,0.2122080419138665,0.4405245817199049,52.5,2.377496752887964,0.1709605147214913,0.0962663035617521,0.8696234016423908,0.5349719252863819
siglip2_sm16_512,siglip2,54.97,52.51,54.97,42.37,86.65,84.3,48.13,2.4648,-2.15,1152,1024,62.45250619675646,400.1888039324132,0.8979434376934381,3.0,16.0,0.990902134945117,lang,5.418771130444135,1152,1024,0.0617652161006097,68.75347262254945,199.4046133879584,0.3051536578738157,0.3054733660984747,0.2985902620286628,0.2928505515333383,0.0003197082246589,0.0057397104953245,0.0713728886964053,0.3173706995362478,0.8095952937176359,0.8104739507372271,0.4946304885001747,0.5218841476545474,0.4506759962584004,0.4579121370146712,0.2441202832122774,0.1547450972131709,0.208723751255205,0.4380630387768715,28.0,2.367534078657627,0.1538630602501458,0.0940132052882598,0.8601552314922556,0.5356213118713502
toklip_l_384,toklip,43.99,38.23,43.99,,74.32,80.0,38.22,3.0652,,1152,576,47.37321234435746,385.0488011406716,0.881164516379635,3.0,13.0,0.9938813375668784,lang,1.3427721520909373,1152,576,0.0795187663073746,50.91343529809447,158.92577488248938,0.293136063372536,0.2922482023063407,0.2870325097081958,0.281440929022455,-0.0008878610661953,0.0055915806857408,0.0633391078388913,0.3008446702024454,0.7613434440126037,0.765738071131999,0.4562238254430198,0.4939919286796337,0.4384845385650845,0.4416312807223503,0.2627822958685761,0.1499506013225374,0.1949736607975149,0.3970110106605856,45.0,2.2761136405169964,0.1396864423154829,0.1007901293950657,0.8725852158652323,0.550158089072352
toklip_s_256,toklip,40.76,39.02,40.76,,71.02,76.3,36.6,2.9819,,1152,256,49.31577302743509,384.7367629859685,0.8893433787300531,3.0,13.0,0.9938205167352904,lang,-0.0394416863977582,1152,256,0.0745342112786229,52.94661839602507,160.73015237719906,0.2880888826525218,0.286831444627462,0.2815749215813323,0.2762593483936404,-0.0012574380250598,0.0053155731876919,0.0624296232135123,0.3071082735860737,0.7400895441531266,0.7281868261342266,0.432372667429897,0.4589486993563819,0.3817301502371458,0.4281122719610553,0.2548508098078031,0.1482969378704532,0.201170158999006,0.3907280563114562,18.5,2.2862743884325027,0.1261031868157468,0.1012134899567655,0.8693120812137047,0.5384362796644495
uniar_bsq,uniar,40.87,34.9,40.87,,59.39,,,,,4096,64,9.193812478020716,280.8105348506185,0.8834996599998106,3.0,14.0,0.9955940849728094,other,6.582604694928449,4096,64,0.301818375061558,9.443764233155926,37.08744517393986,0.1839601928880119,0.1843206542755955,0.1890034862881185,0.1646120359772773,0.0003604613875836,0.0243914503108412,0.0386314421827631,0.0915459516063385,0.6617371838443525,0.7281397472256792,0.4199393589075139,0.4632242679046879,0.4083249318918146,0.3667808821067553,0.1836242434726508,0.1149378670470828,0.1026763049249669,0.3605088299366503,67.0,2.654086025431752,,,,
unitok_attn,unitok,42.5,41.48,42.5,,78.08,76.8,47.16,2.9037,,1024,256,63.73887340772536,296.16295857090233,0.6938736289807187,3.0,14.0,0.9933294071364274,lang,-2.252584201631038,1024,256,0.0523386038311971,63.80440221913138,121.51756159189236,0.2840131953045082,0.2829987958231873,0.2871698731970493,0.2730451286953207,-0.0010143994813208,0.0141247445017286,0.0699870073624945,0.3321422742962112,0.7345502631806441,0.7376956026597815,0.4356620949792359,0.4509462315316663,0.4025568112269593,0.4263174548392095,0.2719149360855845,0.1367995864709243,0.2062471096847317,0.3658182839491159,38.0,2.382668621838093,0.1530023521940187,0.076936048700737,0.8162610412919424,0.5036804771883537
vilau_256,vilau,40.53,39.45,40.53,,77.51,72.7,39.77,2.8176,,1024,256,3.81587497828788,177.2784230453788,0.5619249792249656,2.0,3.0,0.9994106977032744,lang,-3.903421137369996,1024,256,0.4706764634014474,3.821646135832537,9.344807607692012,0.029803702930877,0.030205354754148,0.0229204031779151,0.0229047269532998,0.000401651823271,1.5676224615290835e-05,0.0056734517106972,0.0378493400051641,0.0869768768956054,0.1241864456798291,0.0782719798602559,0.0583599921870044,0.0492851577312924,0.0948292816010281,0.1394299081257388,0.0846938296037661,0.0611836104798265,0.1150322101913875,27.5,2.28881823271513,,,,
webssl_mae1b_full2b_224,webssl_mae,33.73,,33.73,23.84,54.27,,,,-2.71,1536,256,2.7000244750769014,118.59505734825362,0.8846549910955597,1.0,3.0,0.9996262790843866,ssl,2.3094729212732688,1536,256,0.5769160500898766,2.705577122713707,5.171497396956012,0.1553650018412112,0.16852570406884,0.1360726976643345,0.123826668542346,0.0131607022276287,0.0122460291219884,0.010220874837592,0.0629930122172653,0.5094935124500679,0.5036260422485692,0.3162747754350274,0.3019410629991243,0.2483606591263686,0.3013022902237297,0.1730860057361802,0.1156454172792914,0.1335362725665361,0.2926900144279969,60.0,2.5629059728235006,0.095463036367846,0.0574977291160562,0.8597494304193413,0.3993523035186013
webssl_mae2b_full2b_224,webssl_mae,33.83,,33.83,,59.49,,,,-2.68,2688,256,2.6487449584862133,120.82348240964394,0.9075195540149008,1.0,3.0,0.9995752619622018,ssl,-0.513388825117346,2688,256,0.5886277117587165,2.6565903781762703,5.237234961118828,0.173596453599975,0.1876012297524857,0.1505280810274155,0.1357824873807822,0.0140047761525107,0.0147455936466333,0.0105673451710697,0.0639705740862494,0.5766347155746866,0.5599473485797369,0.3466880854096584,0.3446677476848668,0.2927681261268455,0.3327155398555951,0.1848752221172185,0.1245060711725533,0.1484982598683699,0.312400907019584,39.0,2.667720327153802,0.0917647547195121,0.078173281423581,0.8547690880941234,0.4285723469925415
webssl_mae300m_full2b_224,webssl_mae,33.59,,33.59,29.34,49.01,,,,-2.66,1024,196,2.3436705478427697,137.91462142451763,0.8930071486161693,1.0,2.0,0.9996023970998994,ssl,5.114732075682209,1024,196,0.6327361875033474,2.3481119955756533,4.694095246557026,0.17019705737058,0.1789768050097799,0.1618538606056297,0.1470836145906733,0.0087797476391999,0.0147702460149564,0.0113685578172369,0.0614321879165797,0.50410906170391,0.4981212452675086,0.3198155132168304,0.2951047522915076,0.2199572111225173,0.3126187497780527,0.1558212172368587,0.1242440918018503,0.1480261808145705,0.2989097391240692,48.0,2.558233989402652,,,,
webssl_mae3b_full2b_224,webssl_mae,36.13,,36.13,25.34,59.5,,,,-2.61,3072,256,3.065699459974968,115.28909034823864,0.902954777910982,1.0,4.0,0.999561600147875,ssl,1.781011822878078,3072,256,0.5407124541977841,3.074822685597079,6.005062357230643,0.1744984135792452,0.1935788738082537,0.1496493680472661,0.1363938615197117,0.0190804602290085,0.0132555065275543,0.0110220874837592,0.0699155732354765,0.5860401928722531,0.5715577311652186,0.3514219093580573,0.3481550416665196,0.2937727583762117,0.3320873077222605,0.1918197480388648,0.1159714472155692,0.1427355651205092,0.3100314783235119,65.5,2.589807156473398,,,,
webssl_mae700m_full2b_224,webssl_mae,33.78,,33.78,,53.16,,,,-2.67,1280,256,2.786395226452427,128.41633720105526,0.8884184632496346,1.0,3.0,0.9995668321297364,ssl,2.981000993781624,1280,256,0.5691756570253349,2.792195643521405,5.519209746641317,0.163447031211294,0.177168115312846,0.1483995324242079,0.1339044564479782,0.013721084101552,0.0144950759762296,0.0108055435253356,0.0637943164270757,0.5090902441798637,0.5050675952118363,0.3232860634626295,0.3068032799964658,0.251853467345998,0.3064295091848619,0.1665929572684142,0.1172785362933233,0.1378752163720447,0.2847449060523191,60.0,2.5219609662890434,,,,
